putnam_card_id,catalog_set,card_name,printed_number,product_id,product_name,status,score,catalog_norm,product_norm
pkm-temporal-forces-185-162-060c080c60,Temporal Forces,Torterra ex,185/162,542906,Torterra ex - 185/162,LINKED,1.00,torterra ex,torterra ex
pkm-temporal-forces-186-162-cb7b3db157,Temporal Forces,Iron Leaves ex,186/162,542907,Iron Leaves ex - 186/162,LINKED,1.00,iron leaves ex,iron leaves ex
pkm-temporal-forces-187-162-d4905daafb,Temporal Forces,Incineroar ex,187/162,542908,Incineroar ex - 187/162,LINKED,1.00,incineroar ex,incineroar ex
pkm-temporal-forces-188-162-f23875b58f,Temporal Forces,Gouging Fire ex,188/162,542909,Gouging Fire ex - 188/162,LINKED,1.00,gouging fire ex,gouging fire ex
pkm-temporal-forces-189-162-a110b36215,Temporal Forces,Walking Wake ex,189/162,542910,Walking Wake ex - 189/162,LINKED,1.00,walking wake ex,walking wake ex
pkm-temporal-forces-190-162-d286a09653,Temporal Forces,Wugtrio ex,190/162,542911,Wugtrio ex - 190/162,LINKED,1.00,wugtrio ex,wugtrio ex
pkm-temporal-forces-191-162-a22961d4dc,Temporal Forces,Iron Crown ex,191/162,542912,Iron Crown ex - 191/162,LINKED,1.00,iron crown ex,iron crown ex
pkm-temporal-forces-192-162-ff8c5ef689,Temporal Forces,Iron Boulder ex,192/162,542913,Iron Boulder ex - 192/162,LINKED,1.00,iron boulder ex,iron boulder ex
pkm-temporal-forces-193-162-6724b497fc,Temporal Forces,Gengar ex,193/162,542914,Gengar ex - 193/162,LINKED,1.00,gengar ex,gengar ex
pkm-temporal-forces-194-162-f557916f18,Temporal Forces,Farigiraf ex,194/162,542915,Farigiraf ex - 194/162,LINKED,1.00,farigiraf ex,farigiraf ex
pkm-temporal-forces-195-162-eb5b22e640,Temporal Forces,Scizor ex,195/162,542916,Scizor ex - 195/162,LINKED,1.00,scizor ex,scizor ex
pkm-temporal-forces-196-162-01a41c522b,Temporal Forces,Raging Bolt ex,196/162,542917,Raging Bolt ex - 196/162,LINKED,1.00,raging bolt ex,raging bolt ex
pkm-temporal-forces-197-162-2857f9ee0d,Temporal Forces,Bianca's Devotion,197/162,542918,Bianca's Devotion - 197/162,LINKED,1.00,bianca s devotion,bianca s devotion
pkm-temporal-forces-198-162-7adcbcc796,Temporal Forces,Ciphermaniac's Codebreaking,198/162,542919,Ciphermaniac's Codebreaking - 198/162,LINKED,1.00,ciphermaniac s codebreaking,ciphermaniac s codebreaking
pkm-temporal-forces-199-162-7ab61d1ab1,Temporal Forces,Eri,199/162,542920,Eri - 199/162,LINKED,1.00,eri,eri
pkm-temporal-forces-200-162-25de644402,Temporal Forces,Explorer's Guidance,200/162,542921,Explorer's Guidance - 200/162,LINKED,1.00,explorer s guidance,explorer s guidance
pkm-temporal-forces-201-162-cbaae40130,Temporal Forces,Morty's Conviction,201/162,542922,Morty's Conviction - 201/162,LINKED,1.00,morty s conviction,morty s conviction
pkm-temporal-forces-202-162-25cd1a5913,Temporal Forces,Salvatore,202/162,542923,Salvatore - 202/162,LINKED,1.00,salvatore,salvatore
pkm-temporal-forces-203-162-b434980ed2,Temporal Forces,Iron Leaves ex,203/162,542924,Iron Leaves ex - 203/162,LINKED,1.00,iron leaves ex,iron leaves ex
pkm-temporal-forces-204-162-5b1fa3801d,Temporal Forces,Gouging Fire ex,204/162,542925,Gouging Fire ex - 204/162,LINKED,1.00,gouging fire ex,gouging fire ex
pkm-temporal-forces-205-162-75d0981469,Temporal Forces,Walking Wake ex,205/162,542926,Walking Wake ex - 205/162,LINKED,1.00,walking wake ex,walking wake ex
pkm-temporal-forces-206-162-179e8ee9f7,Temporal Forces,Iron Crown ex,206/162,542927,Iron Crown ex - 206/162,LINKED,1.00,iron crown ex,iron crown ex
pkm-temporal-forces-207-162-f788005777,Temporal Forces,Iron Boulder ex,207/162,542928,Iron Boulder ex - 207/162,LINKED,1.00,iron boulder ex,iron boulder ex
pkm-temporal-forces-208-162-9c4b9613a6,Temporal Forces,Raging Bolt ex,208/162,542929,Raging Bolt ex - 208/162,LINKED,1.00,raging bolt ex,raging bolt ex
pkm-temporal-forces-209-162-9b6b94f1b7,Temporal Forces,Bianca's Devotion,209/162,542930,Bianca's Devotion - 209/162,LINKED,1.00,bianca s devotion,bianca s devotion
pkm-temporal-forces-210-162-186695af88,Temporal Forces,Eri,210/162,542931,Eri - 210/162,LINKED,1.00,eri,eri
pkm-temporal-forces-211-162-f4a3becb82,Temporal Forces,Morty's Conviction,211/162,542932,Morty's Conviction - 211/162,LINKED,1.00,morty s conviction,morty s conviction
pkm-temporal-forces-212-162-f937e78b07,Temporal Forces,Salvatore,212/162,542933,Salvatore - 212/162,LINKED,1.00,salvatore,salvatore
pkm-temporal-forces-213-162-5d9b54a94d,Temporal Forces,Iron Leaves ex,213/162,542934,Iron Leaves ex - 213/162,LINKED,1.00,iron leaves ex,iron leaves ex
pkm-temporal-forces-214-162-e9c1b551b6,Temporal Forces,Gouging Fire ex,214/162,542935,Gouging Fire ex - 214/162,LINKED,1.00,gouging fire ex,gouging fire ex
pkm-temporal-forces-215-162-ab1ab6138f,Temporal Forces,Walking Wake ex,215/162,542936,Walking Wake ex - 215/162,LINKED,1.00,walking wake ex,walking wake ex
pkm-temporal-forces-216-162-ea5946e84a,Temporal Forces,Iron Crown ex,216/162,542937,Iron Crown ex - 216/162,LINKED,1.00,iron crown ex,iron crown ex
pkm-temporal-forces-217-162-89240bf7ce,Temporal Forces,Iron Boulder ex,217/162,542938,Iron Boulder ex - 217/162,LINKED,1.00,iron boulder ex,iron boulder ex
pkm-temporal-forces-218-162-624e2c0c30,Temporal Forces,Raging Bolt ex,218/162,542939,Raging Bolt ex - 218/162,LINKED,1.00,raging bolt ex,raging bolt ex
pkm-twilight-masquerade-3-167-c5a0252b40,Twilight Masquerade,Pinsir,3/167,550047,Pinsir - 003/167,LINKED,1.00,pinsir,pinsir
pkm-twilight-masquerade-7-167-12c227b8fb,Twilight Masquerade,Sunflora,7/167,550051,Sunflora - 007/167,LINKED,1.00,sunflora,sunflora
pkm-twilight-masquerade-17-167-9e1409480d,Twilight Masquerade,Applin,17/167,550061,Applin - 017/167,LINKED,1.00,applin,applin
pkm-twilight-masquerade-18-167-6c1cb7128f,Twilight Masquerade,Dipplin,18/167,550062,Dipplin - 018/167,LINKED,1.00,dipplin,dipplin
pkm-twilight-masquerade-20-167-d24c417923,Twilight Masquerade,Poltchageist,20/167,550064,Poltchageist - 020/167,LINKED,1.00,poltchageist,poltchageist
pkm-twilight-masquerade-21-167-5319a7d52f,Twilight Masquerade,Poltchageist,21/167,550065,Poltchageist - 021/167,LINKED,1.00,poltchageist,poltchageist
pkm-twilight-masquerade-23-167-b5016c3f40,Twilight Masquerade,Sinistcha ex,23/167,550067,Sinistcha ex - 023/167,LINKED,1.00,sinistcha ex,sinistcha ex
pkm-twilight-masquerade-25-167-f8a1f69574,Twilight Masquerade,Teal Mask Ogerpon ex,25/167,550069,Teal Mask Ogerpon ex - 025/167,LINKED,1.00,teal mask ogerpon ex,teal mask ogerpon ex
pkm-twilight-masquerade-29-167-146af8f325,Twilight Masquerade,Magcargo ex,29/167,550073,Magcargo ex - 029/167,LINKED,1.00,magcargo ex,magcargo ex
pkm-twilight-masquerade-30-167-4a440ba929,Twilight Masquerade,Torkoal,30/167,550074,Torkoal - 030/167,LINKED,1.00,torkoal,torkoal
pkm-twilight-masquerade-33-167-5d9f1b3597,Twilight Masquerade,Infernape,33/167,550077,Infernape - 033/167,LINKED,1.00,infernape,infernape
pkm-twilight-masquerade-40-167-7fca775179,Twilight Masquerade,Hearthflame Mask Ogerpon ex,40/167,550084,Hearthflame Mask Ogerpon ex - 040/167,LINKED,1.00,hearthflame mask ogerpon ex,hearthflame mask ogerpon ex
pkm-twilight-masquerade-53-167-a1c8b3587a,Twilight Masquerade,Froslass,53/167,550097,Froslass - 053/167,LINKED,1.00,froslass,froslass
pkm-twilight-masquerade-55-167-cd73b34f94,Twilight Masquerade,Phione,55/167,550099,Phione - 055/167,LINKED,1.00,phione,phione
pkm-twilight-masquerade-58-167-96785a2725,Twilight Masquerade,Cramorant,58/167,550102,Cramorant - 058/167,LINKED,1.00,cramorant,cramorant
pkm-twilight-masquerade-61-167-11d2b0ae05,Twilight Masquerade,Palafin ex,61/167,550105,Palafin ex - 061/167,LINKED,1.00,palafin ex,palafin ex
pkm-twilight-masquerade-62-167-ed7db7f20c,Twilight Masquerade,Iron Bundle,62/167,,,NO_CANDIDATE,
pkm-twilight-masquerade-64-167-838129220b,Twilight Masquerade,Wellspring Mask Ogerpon ex,64/167,550108,Wellspring Mask Ogerpon ex - 064/167,LINKED,1.00,wellspring mask ogerpon ex,wellspring mask ogerpon ex
pkm-twilight-masquerade-68-167-3643282240,Twilight Masquerade,Luxray ex,68/167,550112,Luxray ex - 068/167,LINKED,1.00,luxray ex,luxray ex
pkm-twilight-masquerade-71-167-50cbb52f73,Twilight Masquerade,Heliolisk,71/167,550115,Heliolisk - 071/167,LINKED,1.00,heliolisk,heliolisk
pkm-twilight-masquerade-75-167-1db1c21634,Twilight Masquerade,Wattrel,75/167,550119,Wattrel - 075/167,LINKED,1.00,wattrel,wattrel
pkm-twilight-masquerade-77-167-150eb4abf1,Twilight Masquerade,Iron Thorns ex,77/167,550121,Iron Thorns ex - 077/167,LINKED,1.00,iron thorns ex,iron thorns ex
pkm-twilight-masquerade-85-167-0b1bf61532,Twilight Masquerade,Chimecho,85/167,550129,Chimecho - 085/167,LINKED,1.00,chimecho,chimecho
pkm-twilight-masquerade-86-167-f2d12b3262,Twilight Masquerade,Flabébé,86/167,550130,Flabebe,SKIP_NAME_MISMATCH,0.00,flab b,flabebe
pkm-twilight-masquerade-93-167-5a75eab167,Twilight Masquerade,Enamorus,93/167,550137,Enamorus - 093/167,LINKED,1.00,enamorus,enamorus
pkm-twilight-masquerade-94-167-ef663464d7,Twilight Masquerade,Scream Tail ex,94/167,550138,Scream Tail ex - 094/167,LINKED,1.00,scream tail ex,scream tail ex
pkm-twilight-masquerade-99-167-a6e18081cd,Twilight Masquerade,Hisuian Growlithe,99/167,550143,Hisuian Growlithe - 099/167,LINKED,1.00,hisuian growlithe,hisuian growlithe
pkm-twilight-masquerade-102-167-9336d387cd,Twilight Masquerade,Probopass,102/167,550146,Probopass - 102/167,LINKED,1.00,probopass,probopass
pkm-twilight-masquerade-103-167-c02e37c8f5,Twilight Masquerade,Timburr,103/167,550147,Timburr - 103/167,LINKED,1.00,timburr,timburr
pkm-twilight-masquerade-106-167-ff6b1c93ab,Twilight Masquerade,Greninja ex,106/167,550150,Greninja ex - 106/167,LINKED,1.00,greninja ex,greninja ex
pkm-twilight-masquerade-110-167-cbc12b0f62,Twilight Masquerade,Ting-Lu,110/167,,,NO_CANDIDATE,
pkm-twilight-masquerade-112-167-d289ad41ab,Twilight Masquerade,Cornerstone Mask Ogerpon ex,112/167,550156,Cornerstone Mask Ogerpon ex - 112/167,LINKED,1.00,cornerstone mask ogerpon ex,cornerstone mask ogerpon ex
pkm-twilight-masquerade-121-167-2b843b66d3,Twilight Masquerade,Lairon,121/167,550165,Lairon - 121/167,LINKED,1.00,lairon,lairon
pkm-twilight-masquerade-126-167-3240480228,Twilight Masquerade,Applin,126/167,550170,Applin - 126/167,LINKED,1.00,applin,applin
pkm-twilight-masquerade-127-167-2b16a469a2,Twilight Masquerade,Dipplin,127/167,550171,Dipplin - 127/167,LINKED,1.00,dipplin,dipplin
pkm-twilight-masquerade-130-167-5ebebf3d20,Twilight Masquerade,Dragapult ex,130/167,550174,Dragapult ex - 130/167,LINKED,1.00,dragapult ex,dragapult ex
pkm-twilight-masquerade-131-167-cecae1741a,Twilight Masquerade,Tatsugiri,131/167,550175,Tatsugiri - 131/167,LINKED,1.00,tatsugiri,tatsugiri
pkm-twilight-masquerade-133-167-95de90e887,Twilight Masquerade,Chansey,133/167,550177,Chansey - 133/167,LINKED,1.00,chansey,chansey
pkm-twilight-masquerade-134-167-e01c9bb58c,Twilight Masquerade,Blissey ex,134/167,550178,Blissey ex - 134/167,LINKED,1.00,blissey ex,blissey ex
pkm-twilight-masquerade-135-167-d6bebe0c30,Twilight Masquerade,Eevee,135/167,550179,Eevee - 135/167,LINKED,1.00,eevee,eevee
pkm-twilight-masquerade-141-167-30d4c76599,Twilight Masquerade,Bloodmoon Ursaluna ex,141/167,550185,Bloodmoon Ursaluna ex - 141/167,LINKED,1.00,bloodmoon ursaluna ex,bloodmoon ursaluna ex
pkm-twilight-masquerade-144-167-d29d8b0cd7,Twilight Masquerade,Caretaker,144/167,550188,Caretaker - 144/167,LINKED,1.00,caretaker,caretaker
pkm-twilight-masquerade-145-167-4915e31f76,Twilight Masquerade,Carmine,145/167,550189,Carmine - 145/167,LINKED,1.00,carmine,carmine
pkm-twilight-masquerade-148-167-78c9cc63ed,Twilight Masquerade,Enhanced Hammer,148/167,550192,Enhanced Hammer - 148/167,LINKED,1.00,enhanced hammer,enhanced hammer
pkm-twilight-masquerade-151-167-4a32ea5194,Twilight Masquerade,Hassel,151/167,550195,Hassel - 151/167,LINKED,1.00,hassel,hassel
pkm-twilight-masquerade-154-167-e9d4def992,Twilight Masquerade,Kieran,154/167,550198,Kieran - 154/167,LINKED,1.00,kieran,kieran
pkm-twilight-masquerade-155-167-c22857cabe,Twilight Masquerade,Lana's Aid,155/167,550199,Lana's Aid - 155/167,LINKED,1.00,lana s aid,lana s aid
pkm-twilight-masquerade-157-167-f294edd0c9,Twilight Masquerade,Lucian,157/167,550201,Lucian - 157/167,LINKED,1.00,lucian,lucian
pkm-twilight-masquerade-160-167-17541438dc,Twilight Masquerade,Perrin,160/167,550204,Perrin - 160/167,LINKED,1.00,perrin,perrin
pkm-twilight-masquerade-163-167-2a28359ea6,Twilight Masquerade,Secret Box,163/167,550207,Secret Box,LINKED,1.00,box,box
pkm-twilight-masquerade-168-167-c03bc475ac,Twilight Masquerade,Pinsir,168/167,550212,Pinsir - 168/167,LINKED,1.00,pinsir,pinsir
pkm-twilight-masquerade-169-167-8320c41f42,Twilight Masquerade,Sunflora,169/167,550213,Sunflora - 169/167,LINKED,1.00,sunflora,sunflora
pkm-twilight-masquerade-170-167-4c3bd02291,Twilight Masquerade,Dipplin,170/167,550214,Dipplin - 170/167,LINKED,1.00,dipplin,dipplin
pkm-twilight-masquerade-171-167-87cac23446,Twilight Masquerade,Poltchageist,171/167,550215,Poltchageist - 171/167,LINKED,1.00,poltchageist,poltchageist
pkm-twilight-masquerade-172-167-19508138cd,Twilight Masquerade,Torkoal,172/167,550216,Torkoal - 172/167,LINKED,1.00,torkoal,torkoal
pkm-twilight-masquerade-173-167-d79d3de8e3,Twilight Masquerade,Infernape,173/167,550217,Infernape - 173/167,LINKED,1.00,infernape,infernape
pkm-twilight-masquerade-174-167-47659ac83a,Twilight Masquerade,Froslass,174/167,550218,Froslass - 174/167,LINKED,1.00,froslass,froslass
pkm-twilight-masquerade-175-167-b3e8e6e1a1,Twilight Masquerade,Phione,175/167,550219,Phione - 175/167,LINKED,1.00,phione,phione
pkm-twilight-masquerade-176-167-3b67e703b1,Twilight Masquerade,Cramorant,176/167,550220,Cramorant - 176/167,LINKED,1.00,cramorant,cramorant
pkm-twilight-masquerade-177-167-9a6c90de6a,Twilight Masquerade,Heliolisk,177/167,550221,Heliolisk - 177/167,LINKED,1.00,heliolisk,heliolisk
pkm-twilight-masquerade-178-167-67276d858b,Twilight Masquerade,Wattrel,178/167,550222,Wattrel - 178/167,LINKED,1.00,wattrel,wattrel
pkm-twilight-masquerade-179-167-041c983d4f,Twilight Masquerade,Chimecho,179/167,550223,Chimecho - 179/167,LINKED,1.00,chimecho,chimecho
pkm-twilight-masquerade-180-167-6172300721,Twilight Masquerade,Enamorus,180/167,550224,Enamorus - 180/167,LINKED,1.00,enamorus,enamorus
pkm-twilight-masquerade-181-167-e74a2983c8,Twilight Masquerade,Hisuian Growlithe,181/167,550225,Hisuian Growlithe - 181/167,LINKED,1.00,hisuian growlithe,hisuian growlithe
pkm-twilight-masquerade-182-167-48e2869944,Twilight Masquerade,Probopass,182/167,550226,Probopass - 182/167,LINKED,1.00,probopass,probopass
pkm-twilight-masquerade-183-167-9ba5695429,Twilight Masquerade,Timburr,183/167,550227,Timburr - 183/167,LINKED,1.00,timburr,timburr
pkm-twilight-masquerade-184-167-630e16b1d5,Twilight Masquerade,Lairon,184/167,550228,Lairon - 184/167,LINKED,1.00,lairon,lairon
pkm-twilight-masquerade-185-167-262ed5b7f0,Twilight Masquerade,Applin,185/167,550229,Applin - 185/167,LINKED,1.00,applin,applin
pkm-twilight-masquerade-186-167-6a2bbb8dac,Twilight Masquerade,Tatsugiri,186/167,550230,Tatsugiri - 186/167,LINKED,1.00,tatsugiri,tatsugiri
pkm-twilight-masquerade-187-167-66e0fff7c0,Twilight Masquerade,Chansey,187/167,550231,Chansey - 187/167,LINKED,1.00,chansey,chansey
pkm-twilight-masquerade-188-167-addb482096,Twilight Masquerade,Eevee,188/167,550232,Eevee - 188/167,LINKED,1.00,eevee,eevee
pkm-twilight-masquerade-189-167-4bde1925d0,Twilight Masquerade,Sinistcha ex,189/167,550233,Sinistcha ex - 189/167,LINKED,1.00,sinistcha ex,sinistcha ex
pkm-twilight-masquerade-190-167-8ea0ad30a4,Twilight Masquerade,Teal Mask Ogerpon ex,190/167,550234,Teal Mask Ogerpon ex - 190/167,LINKED,1.00,teal mask ogerpon ex,teal mask ogerpon ex
pkm-twilight-masquerade-191-167-1e882be066,Twilight Masquerade,Magcargo ex,191/167,550235,Magcargo ex - 191/167,LINKED,1.00,magcargo ex,magcargo ex
pkm-twilight-masquerade-192-167-be2cb09f5a,Twilight Masquerade,Hearthflame Mask Ogerpon ex,192/167,550236,Hearthflame Mask Ogerpon ex - 192/167,LINKED,1.00,hearthflame mask ogerpon ex,hearthflame mask ogerpon ex
pkm-twilight-masquerade-193-167-e64ed6cc59,Twilight Masquerade,Palafin ex,193/167,550237,Palafin ex - 193/167,LINKED,1.00,palafin ex,palafin ex
pkm-twilight-masquerade-194-167-7fe015c12f,Twilight Masquerade,Wellspring Mask Ogerpon ex,194/167,550238,Wellspring Mask Ogerpon ex - 194/167,LINKED,1.00,wellspring mask ogerpon ex,wellspring mask ogerpon ex
pkm-twilight-masquerade-195-167-3be23453d7,Twilight Masquerade,Luxray ex,195/167,550239,Luxray ex - 195/167,LINKED,1.00,luxray ex,luxray ex
pkm-twilight-masquerade-196-167-7546726bde,Twilight Masquerade,Iron Thorns ex,196/167,550240,Iron Thorns ex - 196/167,LINKED,1.00,iron thorns ex,iron thorns ex
pkm-twilight-masquerade-197-167-9b60e01919,Twilight Masquerade,Scream Tail ex,197/167,550241,Scream Tail ex - 197/167,LINKED,1.00,scream tail ex,scream tail ex
pkm-twilight-masquerade-198-167-0a41848f79,Twilight Masquerade,Greninja ex,198/167,550242,Greninja ex - 198/167,LINKED,1.00,greninja ex,greninja ex
pkm-twilight-masquerade-199-167-a1e568a52b,Twilight Masquerade,Cornerstone Mask Ogerpon ex,199/167,550243,Cornerstone Mask Ogerpon ex - 199/167,LINKED,1.00,cornerstone mask ogerpon ex,cornerstone mask ogerpon ex
pkm-twilight-masquerade-200-167-b89c3ddfb1,Twilight Masquerade,Dragapult ex,200/167,550244,Dragapult ex - 200/167,LINKED,1.00,dragapult ex,dragapult ex
pkm-twilight-masquerade-201-167-a8bcbf50b6,Twilight Masquerade,Blissey ex,201/167,550245,Blissey ex - 201/167,LINKED,1.00,blissey ex,blissey ex
pkm-twilight-masquerade-202-167-d187a7c06b,Twilight Masquerade,Bloodmoon Ursaluna ex,202/167,550246,Bloodmoon Ursaluna ex - 202/167,LINKED,1.00,bloodmoon ursaluna ex,bloodmoon ursaluna ex
pkm-twilight-masquerade-203-167-aebd969044,Twilight Masquerade,Caretaker,203/167,550247,Caretaker - 203/167,LINKED,1.00,caretaker,caretaker
pkm-twilight-masquerade-204-167-e83bbc5974,Twilight Masquerade,Carmine,204/167,550248,Carmine - 204/167,LINKED,1.00,carmine,carmine
pkm-twilight-masquerade-205-167-b51ae50cde,Twilight Masquerade,Hassel,205/167,550249,Hassel - 205/167,LINKED,1.00,hassel,hassel
pkm-twilight-masquerade-206-167-c96f018132,Twilight Masquerade,Kieran,206/167,550250,Kieran - 206/167,LINKED,1.00,kieran,kieran
pkm-twilight-masquerade-207-167-a518c2fe44,Twilight Masquerade,Lana's Aid,207/167,550251,Lana's Aid - 207/167,LINKED,1.00,lana s aid,lana s aid
pkm-twilight-masquerade-208-167-73e1a3af6e,Twilight Masquerade,Lucian,208/167,550252,Lucian - 208/167,LINKED,1.00,lucian,lucian
pkm-twilight-masquerade-209-167-8e028b12ac,Twilight Masquerade,Perrin,209/167,550253,Perrin - 209/167,LINKED,1.00,perrin,perrin
pkm-twilight-masquerade-210-167-5d40ce85d1,Twilight Masquerade,Sinistcha ex,210/167,550254,Sinistcha ex - 210/167,LINKED,1.00,sinistcha ex,sinistcha ex
pkm-twilight-masquerade-211-167-5afb8112d2,Twilight Masquerade,Teal Mask Ogerpon ex,211/167,550255,Teal Mask Ogerpon ex - 211/167,LINKED,1.00,teal mask ogerpon ex,teal mask ogerpon ex
pkm-twilight-masquerade-212-167-5efbc67636,Twilight Masquerade,Hearthflame Mask Ogerpon ex,212/167,550256,Hearthflame Mask Ogerpon ex - 212/167,LINKED,1.00,hearthflame mask ogerpon ex,hearthflame mask ogerpon ex
pkm-twilight-masquerade-213-167-fd3cb8e7f4,Twilight Masquerade,Wellspring Mask Ogerpon ex,213/167,550257,Wellspring Mask Ogerpon ex - 213/167,LINKED,1.00,wellspring mask ogerpon ex,wellspring mask ogerpon ex
pkm-twilight-masquerade-214-167-d69cb475d1,Twilight Masquerade,Greninja ex,214/167,550258,Greninja ex - 214/167,LINKED,1.00,greninja ex,greninja ex
pkm-twilight-masquerade-215-167-d923f49b41,Twilight Masquerade,Cornerstone Mask Ogerpon ex,215/167,550259,Cornerstone Mask Ogerpon ex - 215/167,LINKED,1.00,cornerstone mask ogerpon ex,cornerstone mask ogerpon ex
pkm-twilight-masquerade-216-167-933c789c14,Twilight Masquerade,Bloodmoon Ursaluna ex,216/167,550260,Bloodmoon Ursaluna ex - 216/167,LINKED,1.00,bloodmoon ursaluna ex,bloodmoon ursaluna ex
pkm-twilight-masquerade-217-167-0e4304ad5b,Twilight Masquerade,Carmine,217/167,550261,Carmine - 217/167,LINKED,1.00,carmine,carmine
pkm-twilight-masquerade-218-167-9f8e80cf37,Twilight Masquerade,Kieran,218/167,550262,Kieran - 218/167,LINKED,1.00,kieran,kieran
pkm-twilight-masquerade-219-167-2ad5382f82,Twilight Masquerade,Lana's Aid,219/167,550263,Lana's Aid - 219/167,LINKED,1.00,lana s aid,lana s aid
pkm-twilight-masquerade-220-167-70f88b9a1e,Twilight Masquerade,Perrin,220/167,550264,Perrin - 220/167,LINKED,1.00,perrin,perrin
pkm-twilight-masquerade-221-167-762e4fd446,Twilight Masquerade,Teal Mask Ogerpon ex,221/167,550265,Teal Mask Ogerpon ex - 221/167,LINKED,1.00,teal mask ogerpon ex,teal mask ogerpon ex
pkm-twilight-masquerade-222-167-3703c87d2b,Twilight Masquerade,Bloodmoon Ursaluna ex,222/167,550266,Bloodmoon Ursaluna ex - 222/167,LINKED,1.00,bloodmoon ursaluna ex,bloodmoon ursaluna ex
pkm-twilight-masquerade-224-167-c0f00c2ade,Twilight Masquerade,Enhanced Hammer,224/167,550268,Enhanced Hammer - 224/167,LINKED,1.00,enhanced hammer,enhanced hammer
