putnam_card_id,card_name,printed_number,product_id,product_name,status,name_similarity
"pkm-ascended-heroes-74-217-215bd72c6f","Clefairy","74/217","675886","Clefairy","LINKED","1.00"
"pkm-ascended-heroes-74-217-215bd72c6f","Clefairy","74/217","677050","Clefairy (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-74-217-215bd72c6f","Clefairy","74/217","676910","Clefairy (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-75-217-5eb6649590","Clefable","75/217","675887","Clefable","LINKED","1.00"
"pkm-ascended-heroes-75-217-5eb6649590","Clefable","75/217","677051","Clefable (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-75-217-5eb6649590","Clefable","75/217","676911","Clefable (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-76-217-99d0559bd0","Lillie's Clefairy ex","76/217","675888","Lillie's Clefairy ex - 076/217","LINKED","0.67"
"pkm-ascended-heroes-77-217-eccdf23af8","Team Rocket's Exeggcute","77/217","675889","Team Rocket's Exeggcute","LINKED","1.00"
"pkm-ascended-heroes-77-217-eccdf23af8","Team Rocket's Exeggcute","77/217","677052","Team Rocket's Exeggcute (Energy Symbol Pattern)","LINKED","0.57"
"pkm-ascended-heroes-77-217-eccdf23af8","Team Rocket's Exeggcute","77/217","676912","Team Rocket's Exeggcute (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-78-217-fecb09bffe","Team Rocket's Exeggutor","78/217","675890","Team Rocket's Exeggutor","LINKED","1.00"
"pkm-ascended-heroes-78-217-fecb09bffe","Team Rocket's Exeggutor","78/217","677053","Team Rocket's Exeggutor (Energy Symbol Pattern)","LINKED","0.57"
"pkm-ascended-heroes-78-217-fecb09bffe","Team Rocket's Exeggutor","78/217","676913","Team Rocket's Exeggutor (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-79-217-cf4520a149","Team Rocket's Mewtwo ex","79/217","675891","Team Rocket's Mewtwo ex - 079/217","LINKED","0.71"
"pkm-ascended-heroes-80-217-5fc5174285","Togepi","80/217","675892","Togepi","LINKED","1.00"
"pkm-ascended-heroes-80-217-5fc5174285","Togepi","80/217","677054","Togepi (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-80-217-5fc5174285","Togepi","80/217","676914","Togepi (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-81-217-5e6241ee53","Togetic","81/217","675893","Togetic","LINKED","1.00"
"pkm-ascended-heroes-81-217-5e6241ee53","Togetic","81/217","677055","Togetic (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-81-217-5e6241ee53","Togetic","81/217","676915","Togetic (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-82-217-81de465a08","Togekiss","82/217","675894","Togekiss - 082/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-82-217-81de465a08","Togekiss","82/217","677056","Togekiss - 082/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-82-217-81de465a08","Togekiss","82/217","676916","Togekiss - 082/217 (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-83-217-939b0e26b2","Marill","83/217","675895","Marill - 083/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-83-217-939b0e26b2","Marill","83/217","677057","Marill - 083/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-83-217-939b0e26b2","Marill","83/217","676917","Marill - 083/217 (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-84-217-74714b4914","Azumarill ex","84/217","675896","Azumarill ex","LINKED","1.00"
"pkm-ascended-heroes-85-217-40d0121074","Misdreavus","85/217","675897","Misdreavus - 085/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-85-217-40d0121074","Misdreavus","85/217","676918","Misdreavus - 085/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-85-217-40d0121074","Misdreavus","85/217","677058","Misdreavus - 085/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-86-217-c78488570b","Mismagius","86/217","675898","Mismagius","LINKED","1.00"
"pkm-ascended-heroes-86-217-c78488570b","Mismagius","86/217","676919","Mismagius (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-86-217-c78488570b","Mismagius","86/217","677059","Mismagius (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-87-217-2eecf016d8","Ralts","87/217","675899","Ralts","LINKED","1.00"
"pkm-ascended-heroes-87-217-2eecf016d8","Ralts","87/217","677060","Ralts (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-87-217-2eecf016d8","Ralts","87/217","676920","Ralts (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-88-217-bd3d0e2e24","Kirlia","88/217","675900","Kirlia","LINKED","1.00"
"pkm-ascended-heroes-88-217-bd3d0e2e24","Kirlia","88/217","677061","Kirlia (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-88-217-bd3d0e2e24","Kirlia","88/217","676921","Kirlia (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-89-217-54b87d9c7a","Mega Gardevoir ex","89/217","675901","Mega Gardevoir ex","LINKED","1.00"
"pkm-ascended-heroes-90-217-b58c78fab7","Shuppet","90/217","675902","Shuppet","LINKED","1.00"
"pkm-ascended-heroes-90-217-b58c78fab7","Shuppet","90/217","676922","Shuppet (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-90-217-b58c78fab7","Shuppet","90/217","677062","Shuppet (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-91-217-be663c346c","Banette","91/217","675903","Banette - 091/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-91-217-be663c346c","Banette","91/217","676923","Banette - 091/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-91-217-be663c346c","Banette","91/217","677063","Banette - 091/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-92-217-965261117e","Rotom","92/217","675904","Rotom","LINKED","1.00"
"pkm-ascended-heroes-92-217-965261117e","Rotom","92/217","676924","Rotom (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-92-217-965261117e","Rotom","92/217","677064","Rotom (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-93-217-efa7e2fbaf","Swirlix","93/217","675905","Swirlix","LINKED","1.00"
"pkm-ascended-heroes-93-217-efa7e2fbaf","Swirlix","93/217","677065","Swirlix (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-93-217-efa7e2fbaf","Swirlix","93/217","676925","Swirlix (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-94-217-1da9683917","Slurpuff","94/217","675906","Slurpuff - 094/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-94-217-1da9683917","Slurpuff","94/217","677066","Slurpuff - 094/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-94-217-1da9683917","Slurpuff","94/217","676926","Slurpuff - 094/217 (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-95-217-900e1bae8f","Hop's Phantump","95/217","675907","Hop's Phantump","LINKED","1.00"
"pkm-ascended-heroes-95-217-900e1bae8f","Hop's Phantump","95/217","677067","Hop's Phantump (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-95-217-900e1bae8f","Hop's Phantump","95/217","676927","Hop's Phantump (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-96-217-2761bca83d","Hop's Trevenant","96/217","675908","Hop's Trevenant - 096/217","LINKED","0.60"
"pkm-ascended-heroes-96-217-2761bca83d","Hop's Trevenant","96/217","677068","Hop's Trevenant - 096/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.38"
"pkm-ascended-heroes-96-217-2761bca83d","Hop's Trevenant","96/217","676928","Hop's Trevenant - 096/217 (Poke Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.43"
"pkm-ascended-heroes-97-217-760197aec7","Team Rocket's Mimikyu","97/217","675909","Team Rocket's Mimikyu - 097/217","LINKED","0.67"
"pkm-ascended-heroes-97-217-760197aec7","Team Rocket's Mimikyu","97/217","677069","Team Rocket's Mimikyu - 097/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.44"
"pkm-ascended-heroes-97-217-760197aec7","Team Rocket's Mimikyu","97/217","676929","Team Rocket's Mimikyu - 097/217 (Team Rocket)","LINKED","0.67"
"pkm-ascended-heroes-98-217-cccd1115e0","Spectrier","98/217","675910","Spectrier","LINKED","1.00"
"pkm-ascended-heroes-98-217-cccd1115e0","Spectrier","98/217","676930","Spectrier (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-98-217-cccd1115e0","Spectrier","98/217","677070","Spectrier (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-99-217-33137089ef","Munkidori","99/217","675911","Munkidori","LINKED","1.00"
"pkm-ascended-heroes-99-217-33137089ef","Munkidori","99/217","676931","Munkidori (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-99-217-33137089ef","Munkidori","99/217","677071","Munkidori (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-100-217-34706d9651","Team Rocket's Diglett","100/217","675912","Team Rocket's Diglett","LINKED","1.00"
"pkm-ascended-heroes-100-217-34706d9651","Team Rocket's Diglett","100/217","677072","Team Rocket's Diglett (Energy Symbol Pattern)","LINKED","0.57"
"pkm-ascended-heroes-100-217-34706d9651","Team Rocket's Diglett","100/217","676932","Team Rocket's Diglett (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-101-217-b79f1969e5","Team Rocket's Dugtrio","101/217","675913","Team Rocket's Dugtrio - 101/217","LINKED","0.67"
"pkm-ascended-heroes-101-217-b79f1969e5","Team Rocket's Dugtrio","101/217","677073","Team Rocket's Dugtrio - 101/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.44"
"pkm-ascended-heroes-101-217-b79f1969e5","Team Rocket's Dugtrio","101/217","676933","Team Rocket's Dugtrio - 101/217 (Team Rocket)","LINKED","0.67"
"pkm-ascended-heroes-102-217-1dfee39618","Hitmontop","102/217","675914","Hitmontop - 102/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-102-217-1dfee39618","Hitmontop","102/217","676934","Hitmontop - 102/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-102-217-1dfee39618","Hitmontop","102/217","677074","Hitmontop - 102/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-103-217-9d91b0295f","Meditite","103/217","675915","Meditite","LINKED","1.00"
"pkm-ascended-heroes-103-217-9d91b0295f","Meditite","103/217","677075","Meditite (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-103-217-9d91b0295f","Meditite","103/217","676935","Meditite (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-104-217-d26b3a24b1","Medicham","104/217","675916","Medicham - 104/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-104-217-d26b3a24b1","Medicham","104/217","677076","Medicham - 104/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-104-217-d26b3a24b1","Medicham","104/217","676936","Medicham - 104/217 (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-105-217-9e73a36c72","Lunatone","105/217","675917","Lunatone","LINKED","1.00"
"pkm-ascended-heroes-105-217-9e73a36c72","Lunatone","105/217","676937","Lunatone (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-105-217-9e73a36c72","Lunatone","105/217","677077","Lunatone (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-106-217-bfaa13a212","Solrock","106/217","675918","Solrock","LINKED","1.00"
"pkm-ascended-heroes-106-217-bfaa13a212","Solrock","106/217","676938","Solrock (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-106-217-bfaa13a212","Solrock","106/217","677078","Solrock (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-107-217-d73e99780b","Regirock ex","107/217","675919","Regirock ex","LINKED","1.00"
"pkm-ascended-heroes-108-217-14527e25db","Groudon","108/217","675920","Groudon","LINKED","1.00"
"pkm-ascended-heroes-108-217-14527e25db","Groudon","108/217","676939","Groudon (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-108-217-14527e25db","Groudon","108/217","677079","Groudon (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-109-217-1f034ff8c8","Cynthia's Gible","109/217","675921","Cynthia's Gible","LINKED","1.00"
"pkm-ascended-heroes-109-217-1f034ff8c8","Cynthia's Gible","109/217","677080","Cynthia's Gible (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-109-217-1f034ff8c8","Cynthia's Gible","109/217","676940","Cynthia's Gible (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-110-217-52e92d21c5","Cynthia's Gabite","110/217","675922","Cynthia's Gabite","LINKED","1.00"
"pkm-ascended-heroes-110-217-52e92d21c5","Cynthia's Gabite","110/217","677081","Cynthia's Gabite (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-110-217-52e92d21c5","Cynthia's Gabite","110/217","676941","Cynthia's Gabite (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-111-217-28d3f41195","Cynthia's Garchomp ex","111/217","675923","Cynthia's Garchomp ex","LINKED","1.00"
"pkm-ascended-heroes-112-217-8c482c98dd","Riolu","112/217","675924","Riolu","LINKED","1.00"
"pkm-ascended-heroes-112-217-8c482c98dd","Riolu","112/217","677082","Riolu (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-112-217-8c482c98dd","Riolu","112/217","676942","Riolu (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-113-217-1b441077ee","Mega Lucario ex","113/217","675925","Mega Lucario ex","LINKED","1.00"
"pkm-ascended-heroes-114-217-33c8acc808","Stunfisk ex","114/217","675926","Stunfisk ex - 114/217","LINKED","0.50"
"pkm-ascended-heroes-115-217-dce2c1aa1e","Pancham","115/217","675927","Pancham","LINKED","1.00"
"pkm-ascended-heroes-115-217-dce2c1aa1e","Pancham","115/217","677083","Pancham (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-115-217-dce2c1aa1e","Pancham","115/217","676943","Pancham (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-116-217-328098f8df","Mega Hawlucha ex","116/217","675928","Mega Hawlucha ex - 116/217","LINKED","0.60"
"pkm-ascended-heroes-117-217-4d5515a1cb","Carbink","117/217","675929","Carbink - 117/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-117-217-4d5515a1cb","Carbink","117/217","677084","Carbink - 117/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-117-217-4d5515a1cb","Carbink","117/217","676944","Carbink - 117/217 (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-118-217-bb54c115dd","Rolycoly","118/217","675930","Rolycoly","LINKED","1.00"
"pkm-ascended-heroes-118-217-bb54c115dd","Rolycoly","118/217","676945","Rolycoly (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-118-217-bb54c115dd","Rolycoly","118/217","677085","Rolycoly (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-119-217-a4003fd2b7","Carkol","119/217","675931","Carkol","LINKED","1.00"
"pkm-ascended-heroes-119-217-a4003fd2b7","Carkol","119/217","676946","Carkol (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-119-217-a4003fd2b7","Carkol","119/217","677086","Carkol (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-120-217-51e9e2e8c3","Coalossal","120/217","675932","Coalossal","LINKED","1.00"
"pkm-ascended-heroes-120-217-51e9e2e8c3","Coalossal","120/217","676947","Coalossal (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-120-217-51e9e2e8c3","Coalossal","120/217","677087","Coalossal (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-121-217-9681d8be42","Koraidon ex","121/217","675933","Koraidon ex","LINKED","1.00"
"pkm-ascended-heroes-122-217-29ce8fd97a","Okidogi","122/217","675934","Okidogi","LINKED","1.00"
"pkm-ascended-heroes-122-217-29ce8fd97a","Okidogi","122/217","677088","Okidogi (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-122-217-29ce8fd97a","Okidogi","122/217","676948","Okidogi (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-123-217-e9c373ab6a","Gastly","123/217","675935","Gastly","LINKED","1.00"
"pkm-ascended-heroes-123-217-e9c373ab6a","Gastly","123/217","676949","Gastly (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-123-217-e9c373ab6a","Gastly","123/217","677089","Gastly (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-124-217-b0fdff4eae","Haunter","124/217","675936","Haunter","LINKED","1.00"
"pkm-ascended-heroes-124-217-b0fdff4eae","Haunter","124/217","676950","Haunter (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-124-217-b0fdff4eae","Haunter","124/217","677090","Haunter (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-125-217-74ef34ae5c","Mega Gengar ex","125/217","675937","Mega Gengar ex - 125/217","LINKED","0.60"
"pkm-ascended-heroes-126-217-8c028c1d13","Team Rocket's Murkrow","126/217","675938","Team Rocket's Murkrow","LINKED","1.00"
"pkm-ascended-heroes-126-217-8c028c1d13","Team Rocket's Murkrow","126/217","677091","Team Rocket's Murkrow (Energy Symbol Pattern)","LINKED","0.57"
"pkm-ascended-heroes-126-217-8c028c1d13","Team Rocket's Murkrow","126/217","676951","Team Rocket's Murkrow (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-127-217-a848e0cec4","Team Rocket's Honchkrow","127/217","675939","Team Rocket's Honchkrow","LINKED","1.00"
"pkm-ascended-heroes-127-217-a848e0cec4","Team Rocket's Honchkrow","127/217","677092","Team Rocket's Honchkrow (Energy Symbol Pattern)","LINKED","0.57"
"pkm-ascended-heroes-127-217-a848e0cec4","Team Rocket's Honchkrow","127/217","676952","Team Rocket's Honchkrow (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-128-217-991e6cb93a","Poochyena","128/217","675940","Poochyena","LINKED","1.00"
"pkm-ascended-heroes-128-217-991e6cb93a","Poochyena","128/217","676953","Poochyena (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-128-217-991e6cb93a","Poochyena","128/217","677093","Poochyena (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-129-217-7a7836f617","Mightyena","129/217","675941","Mightyena - 129/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-129-217-7a7836f617","Mightyena","129/217","676954","Mightyena - 129/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-129-217-7a7836f617","Mightyena","129/217","677094","Mightyena - 129/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-130-217-ef98b75c06","Galarian Zigzagoon","130/217","675942","Galarian Zigzagoon","LINKED","1.00"
"pkm-ascended-heroes-130-217-ef98b75c06","Galarian Zigzagoon","130/217","676955","Galarian Zigzagoon (Dusk Ball)","LINKED","0.50"
"pkm-ascended-heroes-130-217-ef98b75c06","Galarian Zigzagoon","130/217","677095","Galarian Zigzagoon (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.40"
"pkm-ascended-heroes-131-217-2905a6daa8","Galarian Linoone","131/217","675943","Galarian Linoone","LINKED","1.00"
"pkm-ascended-heroes-131-217-2905a6daa8","Galarian Linoone","131/217","676956","Galarian Linoone (Dusk Ball)","LINKED","0.50"
"pkm-ascended-heroes-131-217-2905a6daa8","Galarian Linoone","131/217","677096","Galarian Linoone (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.40"
"pkm-ascended-heroes-132-217-15276279a2","Galarian Obstagoon","132/217","675944","Galarian Obstagoon - 132/217","LINKED","0.50"
"pkm-ascended-heroes-132-217-15276279a2","Galarian Obstagoon","132/217","676957","Galarian Obstagoon - 132/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-132-217-15276279a2","Galarian Obstagoon","132/217","677097","Galarian Obstagoon - 132/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.29"
"pkm-ascended-heroes-133-217-3dfc56914d","Cynthia's Spiritomb","133/217","675945","Cynthia's Spiritomb - 133/217","LINKED","0.60"
"pkm-ascended-heroes-133-217-3dfc56914d","Cynthia's Spiritomb","133/217","677098","Cynthia's Spiritomb - 133/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.38"
"pkm-ascended-heroes-133-217-3dfc56914d","Cynthia's Spiritomb","133/217","676958","Cynthia's Spiritomb - 133/217 (Poke Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.43"
"pkm-ascended-heroes-134-217-262d798260","Scraggy","134/217","675946","Scraggy","LINKED","1.00"
"pkm-ascended-heroes-134-217-262d798260","Scraggy","134/217","677099","Scraggy (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-134-217-262d798260","Scraggy","134/217","676959","Scraggy (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-135-217-74229d0569","Mega Scrafty ex","135/217","675947","Mega Scrafty ex - 135/217","LINKED","0.60"
"pkm-ascended-heroes-136-217-c724b83b1e","N's Zorua","136/217","675948","N's Zorua","LINKED","1.00"
"pkm-ascended-heroes-136-217-c724b83b1e","N's Zorua","136/217","677100","N's Zorua (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-136-217-c724b83b1e","N's Zorua","136/217","676960","N's Zorua (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-137-217-be4270a5d9","N's Zoroark ex","137/217","675949","N's Zoroark ex - 137/217","LINKED","0.67"
"pkm-ascended-heroes-138-217-0c5d2b4e7c","Vullaby","138/217","675950","Vullaby","LINKED","1.00"
"pkm-ascended-heroes-138-217-0c5d2b4e7c","Vullaby","138/217","676961","Vullaby (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-138-217-0c5d2b4e7c","Vullaby","138/217","677101","Vullaby (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-139-217-cec176dbe5","Mandibuzz ex","139/217","675951","Mandibuzz ex","LINKED","1.00"
"pkm-ascended-heroes-140-217-c3dc4616b7","Pangoro","140/217","675952","Pangoro","LINKED","1.00"
"pkm-ascended-heroes-140-217-c3dc4616b7","Pangoro","140/217","677102","Pangoro (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-140-217-c3dc4616b7","Pangoro","140/217","676962","Pangoro (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-141-217-7881e97447","Hoopa","141/217","675953","Hoopa","LINKED","1.00"
"pkm-ascended-heroes-141-217-7881e97447","Hoopa","141/217","677103","Hoopa (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-141-217-7881e97447","Hoopa","141/217","676963","Hoopa (Poke Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-142-217-290b186f92","Fezandipiti ex","142/217","675954","Fezandipiti ex - 142/217","LINKED","0.50"
"pkm-ascended-heroes-143-217-05abd29718","Pecharunt","143/217","675955","Pecharunt","LINKED","1.00"
"pkm-ascended-heroes-143-217-05abd29718","Pecharunt","143/217","677104","Pecharunt (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-143-217-05abd29718","Pecharunt","143/217","676964","Pecharunt (Poke Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-144-217-a6f37cdede","Mawile","144/217","675956","Mawile - 144/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-144-217-a6f37cdede","Mawile","144/217","676965","Mawile - 144/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-144-217-a6f37cdede","Mawile","144/217","677105","Mawile - 144/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-145-217-3bf6ca522b","Registeel ex","145/217","675957","Registeel ex","LINKED","1.00"
"pkm-ascended-heroes-146-217-90ef8e0d74","Pawniard","146/217","675958","Pawniard","LINKED","1.00"
"pkm-ascended-heroes-146-217-90ef8e0d74","Pawniard","146/217","677106","Pawniard (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
