Title,User SKU,Catalog SKU,TCGplayer SKU,TCGplayer Product ID,TCG,Set,Card Number,Rarity,Condition,Variant,Finish,Price,Qty,Status,Grading Company,Cert Number,Grade
Revitalize (Foil Etched) 9 Strixhaven: Mystical Archives MTG Foil NM,,CS-BAEW3B,4846257,235489,mtg,Strixhaven: Mystical Archives,9,Uncommon,NM,Foil,,1.99,1,listed,,,
Oddly Uneven 15 Rare Unstable Magic: The Gathering Foil Near Mint,,CS-PZ4N9K,3548132,153200,mtg,Unstable,15,Rare,NM,Foil,,1.99,1,listed,,,
Divine Gambit (Foil Etched) 4 Strixhaven: Mystical Archives MTG Foil NM,,CS-GRDGQC,4846497,235497,mtg,Strixhaven: Mystical Archives,4,Uncommon,NM,Foil,,1.99,1,listed,,,
Dr. Julius Jumblemorph 130 Mythic Unstable Magic: The Gathering Foil Near Mint,,CS-WQDWCM,3545037,152691,mtg,Unstable,130,Mythic,NM,Foil,,1.99,1,listed,,,
Infuriate (Foil Etched) 41 Strixhaven: Mystical Archives MTG Foil NM,,CS-NRSPKB,4845172,235415,mtg,Strixhaven: Mystical Archives,41,Uncommon,NM,Foil,,1.99,1,listed,,,
Adult Gold Dragon (Borderless) 297 Adventures in the Forgotten Realms MTG NM,,CS-X3CUGF,5050805,243084,mtg,Adventures in the Forgotten Realms,297,Rare,NM,,,1.99,1,listed,,,
Strategic Planning (Foil Etched) 20 Strixhaven: Mystical Archives MTG Foil NM,,CS-BZSA9R,4838756,235158,mtg,Strixhaven: Mystical Archives,20,Uncommon,NM,Foil,,1.99,1,listed,,,
As Luck Would Have It 102/216 The List Reprints Magic: The Gathering Foil NM,,CS-Z5E5SR,5835063,287528,mtg,The List Reprints,102/216,Rare,NM,Foil,,1.99,1,listed,,,
Jhoira of the Ghitu 1 Duel Decks: Mind vs. Might Magic: The Gathering Foil NM,,CS-MF7HUV,3322726,129365,mtg,Duel Decks: Mind vs. Might,1,Mythic,NM,Foil,,1.99,1,listed,,,
Magnivore 202 Rare 9th Edition Magic: The Gathering Near Mint,,CS-2U3CXF,24784,12726,mtg,9th Edition,202,Rare,NM,,,1.99,1,listed,,,
"Kairi, the Swirling Sky 60 Mythic Prerelease Cards Magic: The Gathering Foil NM",,CS-C59ZD8,5445175,263492,mtg,Prerelease Cards,60,Mythic,NM,Foil,,2.99,1,listed,,,
Hot Fix 133 Rare Unstable Magic: The Gathering Foil Near Mint,,CS-UDS2HH,3546304,152930,mtg,Unstable,133,Rare,NM,Foil,,1.99,1,listed,,,
Channel (Foil Etched) 50 Strixhaven: Mystical Archives MTG Foil NM,,CS-3BS7DJ,4837651,235136,mtg,Strixhaven: Mystical Archives,50,Mythic,NM,Foil,,1.99,1,listed,,,
Modular Monstrosity 155/216 Rare The List Reprints Magic: The Gathering Foil NM,,CS-2JDAHT,5835274,287574,mtg,The List Reprints,155/216,Rare,NM,Foil,,1.99,1,listed,,,
Timeless Dragon (Extended Art) 445 Modern Horizons 2 MTG NM,,CS-3RYMCJ,4952889,239411,mtg,Modern Horizons 2,445,Rare,NM,,,1.99,1,listed,,,
Compulsive Research (Foil Etched) 14 Strixhaven: Mystical Archives MTG Foil NM,,CS-B8GB2N,4846192,235486,mtg,Strixhaven: Mystical Archives,14,Rare,NM,Foil,,1.99,1,listed,,,
Kindslaver 150/216 Rare The List Reprints Magic: The Gathering Foil Near Mint,,CS-RKD6N5,5835254,287570,mtg,The List Reprints,150/216,Rare,NM,Foil,,1.99,1,listed,,,
Intrepid Hero 26 Rare 8th Edition Magic: The Gathering Near Mint,,CS-44QN5A,23348,10986,mtg,8th Edition,26,Rare,NM,,,1.99,1,listed,,,
Surgeon ~General~ Commander 072/096 The List Reprints MTG Foil NM,,CS-8524U5,5835319,287583,mtg,The List Reprints,072/096,Mythic,NM,Foil,,1.99,1,listed,,,
Eastern Paladin 132 Rare 7th Edition Magic: The Gathering Near Mint,,CS-RDCEUC,16973,2882,mtg,7th Edition,132,Rare,NM,,,1.99,1,listed,,,
Claim the Firstborn (Foil Etched) 37 Strixhaven: Mystical Archives MTG Foil NM,,CS-489U88,4854037,235619,mtg,Strixhaven: Mystical Archives,37,Uncommon,NM,Foil,,1.99,1,listed,,,
Mascot Exhibition (Extended Art) 285 Strixhaven: School of Mages MTG Foil NM,,CS-TJTGXB,4868558,235915,mtg,Strixhaven: School of Mages,285,Mythic,NM,Foil,,1.99,1,listed,,,
Nahiri's Warcrafting (Extended Art) 365 March of the Machine MTG Foil NM,,CS-Z8QJHN,7066705,491268,mtg,March of the Machine,365,Rare,NM,Foil,,1.99,1,listed,,,
EXCADRILL 115/236 COSMIC ECLIPSE REVERSE HOLO HOLO RARE NM,PKM-100,CS-EPM4UU,4255620,201147,pokemon english,Cosmic Eclipse,115,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
ALTARIA 106/203 EVOLVING SKIES REVERSE HOLO RARE NM,,CS-ED83BJ,5151783,246906,pokemon english,Evolving Skies,106,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
HYDREIGON 115/203 EVOLVING SKIES REVERSE HOLO HOLO RARE NM,,CS-QB6Y73,5151773,246913,pokemon english,Evolving Skies,115,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
CINDERACE 034/202 SWORD & SHIELD HOLO HOLO RARE NM,,CS-2P6XU7,4336195,208312,pokemon english,Sword & Shield,034,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
ZOROARK 103/203 EVOLVING SKIES REVERSE HOLO HOLO RARE NM,,CS-9TMA6B,5151808,246901,pokemon english,Evolving Skies,103,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
ZERAORA 061/185 VIVID VOLTAGE REVERSE HOLO HOLO RARE NM,,CS-TQ8SGN,4633715,226459,pokemon english,Vivid Voltage,061,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
MALAMAR 90/147 BURNING SHADOWS REVERSE HOLO RARE NM,,CS-WCWA29,3443634,138582,pokemon english,Burning Shadows,90,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
COSMOEM 65/149 SM BASE SET REVERSE HOLO RARE NM,,CS-2SXFZP,3262039,126936,pokemon english,SM Base Set,65,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
GRAPPLOCT 092/198 CHILLING REIGN HOLO HOLO RARE NM,,CS-X2BQF3,5034730,241761,pokemon english,Chilling Reign,092,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
SHAYMIN 015/185 VIVID VOLTAGE HOLO HOLO RARE NM,,CS-7YS2ZE,4631510,226379,pokemon english,Vivid Voltage,015,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
BUTTERFREE 3/147 BURNING SHADOWS REVERSE HOLO RARE NM,,CS-K94938,3442341,138273,pokemon english,Burning Shadows,3,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
LANDORUS 148/264 FUSION STRIKE HOLO HOLO RARE NM,,CS-74MHRN,5270297,253362,pokemon english,Fusion Strike,148,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
MIMIKYU 097/193 TRICK OR TRADE BOOSTER 2023 HOLO HOLO RARE NM,,CS-34VUBN,7450484,515672,pokemon english,Trick or Trade BOOster 2023,097/193,Holo Rare,NM,Holofoil,,1.49,1,listed,,,
MOLTRES 21/172 DECK EXCLUSIVES PROMO NM,,CS-C64TKN,5462831,264821,pokemon english,Deck Exclusives,21,Promo,NM,,,1.49,1,listed,,,
MARSHADOW 080/203 EVOLVING SKIES HOLO HOLO RARE NM,,CS-KBGUBG,5151153,246866,pokemon english,Evolving Skies,080,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
GALARIAN OBSTAGOON 161/264 FUSION STRIKE REVERSE HOLO HOLO RARE NM,,CS-4GGG6S,5267030,253375,pokemon english,Fusion Strike,161,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
DUSKNOIR 062/172 BRILLIANT STARS REVERSE HOLO HOLO RARE NM,,CS-MHPJ27,5449433,263778,pokemon english,Brilliant Stars,062,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
TALONFLAME 32/236 UNIFIED MINDS REVERSE HOLO RARE NM,,CS-AACW8N,4143291,194950,pokemon english,Unified Minds,32,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
REGIDRAGO 124/203 EVOLVING SKIES HOLO HOLO RARE NM,,CS-KV35B2,5151553,246923,pokemon english,Evolving Skies,124,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
THUNDURUS 052/198 CHILLING REIGN REVERSE HOLO HOLO RARE NM,,CS-HUEGGT,5034310,241709,pokemon english,Chilling Reign,052,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
WEAVILE 74/156 ULTRA PRISM REVERSE HOLO HOLO RARE NM,,CS-SF4DSM,3595448,157691,pokemon english,Ultra Prism,74,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
VICTINI 020/203 EVOLVING SKIES HOLO HOLO RARE NM,,CS-U2AJH9,5150908,246836,pokemon english,Evolving Skies,020,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
TAPU FINI 040/198 CHILLING REIGN HOLO HOLO RARE NM,,CS-5DZ5GJ,5034175,241693,pokemon english,Chilling Reign,040,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
BEEDRILL 003/185 VIVID VOLTAGE REVERSE HOLO RARE NM,,CS-GXNV2F,4631134,226362,pokemon english,Vivid Voltage,003,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
SCRAFTY 138/236 UNIFIED MINDS REVERSE HOLO RARE NM,,CS-B39URN,4144438,195113,pokemon english,Unified Minds,138,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
YANMEGA 007/185 VIVID VOLTAGE REVERSE HOLO RARE NM,,CS-NJR464,4631265,226368,pokemon english,Vivid Voltage,007,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
STOUTLAND 176/236 COSMIC ECLIPSE REVERSE HOLO HOLO RARE NM,,CS-PF6Q38,4257080,201298,pokemon english,Cosmic Eclipse,176,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
BANETTE 068/185 VIVID VOLTAGE REVERSE HOLO RARE NM,,CS-4QYENY,4634230,226472,pokemon english,Vivid Voltage,068,Rare,NM,Reverse Holofoil,,1.49,1,listed,,,
ZYGARDE 118/203 EVOLVING SKIES HOLO HOLO RARE NM,,CS-U6W8P4,5151513,246915,pokemon english,Evolving Skies,118,Rare,NM,Holofoil,Holo,1.49,1,listed,,,
SPECTRIER 081/196 TRICK OR TRADE BOOSTER 2023 HOLO HOLO HOLO RARE NM,,CS-C5DUR2,7426491,515674,pokemon english,Trick or Trade BOOster 2023,081/196,Holo Rare,NM,Holofoil,Holo,1.49,1,listed,,,
REGIROCK 089/185 VIVID VOLTAGE REVERSE HOLO HOLO RARE NM,,CS-4UW5QW,4634885,226522,pokemon english,Vivid Voltage,089,Rare,NM,Reverse Holofoil,Holo,1.49,1,listed,,,
PALKIA 004/025 CELEBRATIONS HOLO RARE NM,,CS-GQQMZ8,5236076,250302,pokemon english,Celebrations,004,Rare,NM,Holofoil,,0.99,1,processed,,,
SOLGALEO 021/025 CELEBRATIONS HOLO HOLO RARE NM,,CS-UC6M4E,5236146,250316,pokemon english,Celebrations,021,Rare,NM,Holofoil,Holo,0.99,1,processed,,,
LUGIA 022/025 CELEBRATIONS HOLO RARE NM,,CS-MA5PDR,5236151,250317,pokemon english,Celebrations,022,Rare,NM,Holofoil,,0.99,1,processed,,,
ZEKROM 010/025 CELEBRATIONS HOLO RARE NM,,CS-D57MA2,5236106,250308,pokemon english,Celebrations,010,Rare,NM,Holofoil,,0.99,1,processed,,,
HO-OH 001/025 CELEBRATIONS HOLO RARE NM,,CS-CCM2DW,5236066,250300,pokemon english,Celebrations,001,Rare,NM,Holofoil,,0.99,1,processed,,,
PROFESSOR'S RESEARCH (PROFESSOR OAK) 023/025 CELEBRATIONS HOLO HOLO RARE NM,,CS-P8FK5A,5236156,250318,pokemon english,Celebrations,023,Rare,NM,Holofoil,Holo,0.99,1,processed,,,
KYOGRE 003/025 CELEBRATIONS HOLO RARE NM,,CS-ZVME2N,5236056,250298,pokemon english,Celebrations,003,Rare,NM,Holofoil,,0.99,1,processed,,,
COSMOG 013/025 CELEBRATIONS HOLO RARE NM,,CS-CPH8PG,5236121,250311,pokemon english,Celebrations,013,Rare,NM,Holofoil,,0.99,1,processed,,,
GROUDON 017/025 CELEBRATIONS HOLO RARE NM,,CS-AYCJBR,5236136,250314,pokemon english,Celebrations,017,Rare,NM,Holofoil,,0.99,1,processed,,,
LUNALA 015/025 CELEBRATIONS HOLO HOLO RARE NM,,CS-KNV4EK,5236126,250312,pokemon english,Celebrations,015,Rare,NM,Holofoil,Holo,0.99,1,processed,,,
RESHIRAM 002/025 CELEBRATIONS HOLO RARE NM,,CS-4H4MJ4,5236071,250301,pokemon english,Celebrations,002,Rare,NM,Holofoil,,0.99,1,processed,,,
COSMOEM 014/025 CELEBRATIONS HOLO RARE NM,,CS-825Y52,5236051,250297,pokemon english,Celebrations,014,Rare,NM,Holofoil,,0.99,1,processed,,,
XERNEAS 012/025 CELEBRATIONS HOLO RARE NM,,CS-7KXJDK,5236116,250310,pokemon english,Celebrations,012,Rare,NM,Holofoil,,0.99,1,processed,,,
IVYSAUR 002/078 POKEMON GO UNCOMMON NM,,CS-PAWDB5,5667272,274434,pokemon english,Pokemon GO,002,Uncommon,NM,,,0.99,1,listed,,,
EEVEE 054/078 POKEMON GO COMMON NM,,CS-RYWBVP,5706840,276973,pokemon english,Pokemon GO,054,Common,NM,,,0.99,1,listed,,,
SLOWPOKE 019/078 POKEMON GO COMMON NM,,CS-FCXHVH,5706395,276949,pokemon english,Pokemon GO,019,Common,NM,,,0.99,1,listed,,,
BULBASAUR 001/078 POKEMON GO COMMON NM,,CS-RDSFJP,5667262,274433,pokemon english,Pokemon GO,001,Common,NM,,,0.99,1,listed,,,
BIBAREL 060/078 POKEMON GO COMMON NM,,CS-UXU87J,5707015,276983,pokemon english,Pokemon GO,060,Common,NM,,,0.99,1,listed,,,
EGG INCUBATOR 066/078 POKEMON GO UNCOMMON NM,,CS-JY96BS,5707180,276994,pokemon english,Pokemon GO,066,Uncommon,NM,,,0.99,1,listed,,,
AIPOM 056/078 POKEMON GO COMMON NM,,CS-26SNRW,5706860,276975,pokemon english,Pokemon GO,056,Common,NM,,,0.99,1,listed,,,
ALOLAN RATICATE 042/078 POKEMON GO COMMON NM,,CS-CR9SQH,5707255,277003,pokemon english,Pokemon GO,042,Common,NM,,,0.99,1,listed,,,
TRANQUILL 062/078 POKEMON GO COMMON NM,,CS-BXYDJE,5707120,276988,pokemon english,Pokemon GO,062,Common,NM,,,0.99,1,listed,,,
XATU 033/078 POKEMON GO UNCOMMON NM,,CS-P5YDTG,5706760,276969,pokemon english,Pokemon GO,033,Uncommon,NM,,,0.99,1,listed,,,
WOBBUFFET 49/147 BURNING SHADOWS UNCOMMON NM,,CS-TX6GJ2,3443109,138531,pokemon english,Burning Shadows,49,Uncommon,NM,,,0.99,1,listed,,,
GOLISOPOD 026/078 POKEMON GO HOLO HOLO RARE NM,,CS-GDK9BH,5706455,274459,pokemon english,Pokemon GO,026,Rare,NM,Holofoil,Holo,0.99,1,listed,,,
PIKACHU 027/078 POKEMON GO COMMON NM,,CS-TNUXKV,5706365,276946,pokemon english,Pokemon GO,027,Common,NM,,,0.99,1,listed,,,
GOLISOPOD 026/078 POKEMON GO HOLO HOLO RARE NM,,CS-GDK9BH,5706455,274459,pokemon english,Pokemon GO,026,Rare,NM,Holofoil,Holo,0.99,1,listed,,,
EEVEE 054/078 POKEMON GO COMMON NM,,CS-RYWBVP,5706840,276973,pokemon english,Pokemon GO,054,Common,NM,,,0.99,1,listed,,,
MAGIKARP 021/078 POKEMON GO COMMON NM,,CS-6RQFMW,5706415,276951,pokemon english,Pokemon GO,021,Common,NM,,,0.99,1,listed,,,
GYARADOS 022/078 POKEMON GO REVERSE HOLO HOLO RARE NM,,CS-N9S7GX,5706465,276955,pokemon english,Pokemon GO,022,Rare,NM,Reverse Holofoil,Holo,0.99,1,listed,,,
CHANSEY 051/078 POKEMON GO UNCOMMON NM,,CS-6VUBWA,5706680,276965,pokemon english,Pokemon GO,051,Uncommon,NM,,,0.99,1,listed,,,
MELTAN 045/078 POKEMON GO COMMON NM,,CS-EF6TMH,5707505,277027,pokemon english,Pokemon GO,045,Common,NM,,,0.99,1,listed,,,
NUMEL 013/078 POKEMON GO COMMON NM,,CS-MF5EX5,5706375,276947,pokemon english,Pokemon GO,013,Common,NM,,,0.99,1,listed,,,
GASTLY 67/214 UNBROKEN BONDS COMMON NM,,CS-9TYSC3,4008898,189167,pokemon english,Unbroken Bonds,67,Common,NM,,,0.99,1,listed,,,
NATU 032/078 POKEMON GO COMMON NM,,CS-QC35C7,5706690,276966,pokemon english,Pokemon GO,032,Common,NM,,,0.99,1,listed,,,
ARIADOS 007/078 POKEMON GO UNCOMMON NM,,CS-EBP8MB,5706355,276945,pokemon english,Pokemon GO,007,Uncommon,NM,,,0.99,1,listed,,,
STEELIX 044/078 POKEMON GO UNCOMMON NM,,CS-6WNZCT,5707355,277012,pokemon english,Pokemon GO,044,Uncommon,NM,,,0.99,1,listed,,,
CHARMELEON 19/147 BURNING SHADOWS UNCOMMON NM,,CS-7ENYNP,3442729,138485,pokemon english,Burning Shadows,19,Uncommon,NM,,,0.99,1,listed,,,
WIMPOD 025/078 POKEMON GO COMMON NM,,CS-AUAY34,5667997,274457,pokemon english,Pokemon GO,025,Common,NM,,,0.99,1,listed,,,
EEVEE 054/078 POKEMON GO COMMON NM,,CS-RYWBVP,5706840,276973,pokemon english,Pokemon GO,054,Common,NM,,,0.99,1,listed,,,
LURE MODULE 067/078 POKEMON GO UNCOMMON NM,,CS-BEEKM8,5707190,276995,pokemon english,Pokemon GO,067,Uncommon,NM,,,0.99,1,listed,,,
LARVITAR 037/078 POKEMON GO COMMON NM,,CS-UVP24A,5707025,276984,pokemon english,Pokemon GO,037,Common,NM,,,0.99,1,listed,,,
MAGIKARP 021/078 POKEMON GO COMMON NM,,CS-6RQFMW,5706415,276951,pokemon english,Pokemon GO,021,Common,NM,,,0.99,1,listed,,,
ALOLAN RATTATA 041/078 POKEMON GO COMMON NM,,CS-3CB27F,5707245,277002,pokemon english,Pokemon GO,041,Common,NM,,,0.99,1,listed,,,
MELTAN 045/078 POKEMON GO COMMON NM,,CS-EF6TMH,5707505,277027,pokemon english,Pokemon GO,045,Common,NM,,,0.99,1,listed,,,
LUNATONE 034/078 POKEMON GO UNCOMMON NM,,CS-BRB9KT,5706830,276972,pokemon english,Pokemon GO,034,Uncommon,NM,,,0.99,1,listed,,,
MELTAN 045/078 POKEMON GO COMMON NM,,CS-EF6TMH,5707505,277027,pokemon english,Pokemon GO,045,Common,NM,,,0.99,1,listed,,,
GYARADOS 022/078 POKEMON GO REVERSE HOLO HOLO RARE NM,,CS-N9S7GX,5706465,276955,pokemon english,Pokemon GO,022,Rare,NM,Reverse Holofoil,Holo,0.99,1,listed,,,
CHARMANDER 008/078 POKEMON GO COMMON NM,,CS-F2FCAK,5667287,274436,pokemon english,Pokemon GO,008,Common,NM,,,0.99,1,listed,,,
BIDOOF 059/078 POKEMON GO COMMON NM,,CS-G5ZBB8,5707005,276982,pokemon english,Pokemon GO,059,Common,NM,,,0.99,1,listed,,,
AIPOM 056/078 POKEMON GO COMMON NM,,CS-26SNRW,5706860,276975,pokemon english,Pokemon GO,056,Common,NM,,,0.99,1,listed,,,
MELMETAL 046/078 POKEMON GO HOLO HOLO RARE NM,,CS-N6NPFH,5716968,277016,pokemon english,Pokemon GO,046,Rare,NM,Holofoil,Holo,0.99,1,listed,,,
CAMERUPT 014/078 POKEMON GO UNCOMMON NM,,CS-XTJZ6X,5706385,276948,pokemon english,Pokemon GO,014,Uncommon,NM,,,0.99,1,listed,,,
PIKACHU 027/078 POKEMON GO COMMON NM,,CS-TNUXKV,5706365,276946,pokemon english,Pokemon GO,027,Common,NM,,,0.99,1,listed,,,
XATU 033/078 POKEMON GO UNCOMMON NM,,CS-P5YDTG,5706760,276969,pokemon english,Pokemon GO,033,Uncommon,NM,,,0.99,1,listed,,,
TYRANITAR 043/078 POKEMON GO HOLO HOLO RARE NM,,CS-4X22N7,5707280,277007,pokemon english,Pokemon GO,043,Rare,NM,Holofoil,Holo,0.99,1,listed,,,
GALARIAN PERRSERKER 113/185 VIVID VOLTAGE RARE NM,,CS-WGDSDM,4635325,226566,pokemon english,Vivid Voltage,113,Rare,NM,,,0.99,1,listed,,,
SOLROCK 039/078 POKEMON GO UNCOMMON NM,,CS-8TVQFE,5707170,276993,pokemon english,Pokemon GO,039,Uncommon,NM,,,0.99,1,listed,,,
ARIADOS 007/078 POKEMON GO UNCOMMON NM,,CS-EBP8MB,5706355,276945,pokemon english,Pokemon GO,007,Uncommon,NM,,,0.99,1,listed,,,
CHARMANDER 008/078 POKEMON GO COMMON NM,,CS-F2FCAK,5667287,274436,pokemon english,Pokemon GO,008,Common,NM,,,0.99,1,listed,,,
ONIX 036/078 POKEMON GO COMMON NM,,CS-ES63T9,5706995,276981,pokemon english,Pokemon GO,036,Common,NM,,,0.99,1,listed,,,
SLOWPOKE 019/078 POKEMON GO COMMON NM,,CS-FCXHVH,5706395,276949,pokemon english,Pokemon GO,019,Common,NM,,,0.99,1,listed,,,
TRANQUILL 062/078 POKEMON GO COMMON NM,,CS-BXYDJE,5707120,276988,pokemon english,Pokemon GO,062,Common,NM,,,0.99,1,listed,,,
AMBIPOM 057/078 POKEMON GO COMMON NM,,CS-GCQD3F,5706930,276978,pokemon english,Pokemon GO,057,Common,NM,,,0.99,1,listed,,,
ARTICUNO 024/078 POKEMON GO REVERSE HOLO HOLO RARE NM,,CS-CR3JKU,5706605,276959,pokemon english,Pokemon GO,024,Rare,NM,Reverse Holofoil,Holo,0.99,1,listed,,,
SQUIRTLE 015/078 POKEMON GO COMMON NM,,CS-4ZKP4Y,5667522,274445,pokemon english,Pokemon GO,015,Common,NM,,,0.99,1,listed,,,
SLOWPOKE 019/078 POKEMON GO COMMON NM,,CS-FCXHVH,5706395,276949,pokemon english,Pokemon GO,019,Common,NM,,,0.99,1,listed,,,
MELTAN 045/078 POKEMON GO COMMON NM,,CS-EF6TMH,5707505,277027,pokemon english,Pokemon GO,045,Common,NM,,,0.99,1,listed,,,
AMBIPOM 057/078 POKEMON GO COMMON NM,,CS-GCQD3F,5706930,276978,pokemon english,Pokemon GO,057,Common,NM,,,0.99,1,listed,,,
EELEKTRIK 45/147 BURNING SHADOWS UNCOMMON NM,,CS-E73GPU,3443059,138527,pokemon english,Burning Shadows,45,Uncommon,NM,,,0.99,1,listed,,,
CAMERUPT 014/078 POKEMON GO UNCOMMON NM,,CS-XTJZ6X,5706385,276948,pokemon english,Pokemon GO,014,Uncommon,NM,,,0.99,1,listed,,,
BULBASAUR 001/078 POKEMON GO COMMON NM,,CS-RDSFJP,5667262,274433,pokemon english,Pokemon GO,001,Common,NM,,,0.99,1,listed,,,
PIKACHU 027/078 POKEMON GO COMMON NM,,CS-TNUXKV,5706365,276946,pokemon english,Pokemon GO,027,Common,NM,,,0.99,1,listed,,,
AMBIPOM 057/078 POKEMON GO COMMON NM,,CS-GCQD3F,5706930,276978,pokemon english,Pokemon GO,057,Common,NM,,,0.99,1,listed,,,
AIPOM 056/078 POKEMON GO COMMON NM,,CS-26SNRW,5706860,276975,pokemon english,Pokemon GO,056,Common,NM,,,0.99,1,listed,,,
ONIX 036/078 POKEMON GO COMMON NM,,CS-ES63T9,5706995,276981,pokemon english,Pokemon GO,036,Common,NM,,,0.99,1,listed,,,
BLANCHE 064/078 POKEMON GO UNCOMMON NM,,CS-VMY6A5,5707150,276991,pokemon english,Pokemon GO,064,Uncommon,NM,,,0.99,1,listed,,,
NATU 032/078 POKEMON GO COMMON NM,,CS-QC35C7,5706690,276966,pokemon english,Pokemon GO,032,Common,NM,,,0.99,1,listed,,,
SOLROCK 039/078 POKEMON GO UNCOMMON NM,,CS-8TVQFE,5707170,276993,pokemon english,Pokemon GO,039,Uncommon,NM,,,0.99,1,listed,,,
BIDOOF 059/078 POKEMON GO COMMON NM,,CS-G5ZBB8,5707005,276982,pokemon english,Pokemon GO,059,Common,NM,,,0.99,1,listed,,,
CHANSEY 051/078 POKEMON GO UNCOMMON NM,,CS-6VUBWA,5706680,276965,pokemon english,Pokemon GO,051,Uncommon,NM,,,0.99,1,listed,,,
PIDOVE 061/078 POKEMON GO COMMON NM,,CS-FK3VRN,5707035,276985,pokemon english,Pokemon GO,061,Common,NM,,,0.99,1,listed,,,
EGG INCUBATOR 066/078 POKEMON GO UNCOMMON NM,,CS-JY96BS,5707180,276994,pokemon english,Pokemon GO,066,Uncommon,NM,,,0.99,1,listed,,,
BIDOOF 059/078 POKEMON GO COMMON NM,,CS-G5ZBB8,5707005,276982,pokemon english,Pokemon GO,059,Common,NM,,,0.99,1,listed,,,
NUMEL 013/078 POKEMON GO COMMON NM,,CS-MF5EX5,5706375,276947,pokemon english,Pokemon GO,013,Common,NM,,,0.99,1,listed,,,
BLISSEY 052/078 POKEMON GO HOLO HOLO RARE NM,,CS-FVMCM2,5706700,276967,pokemon english,Pokemon GO,052,Rare,NM,Holofoil,Holo,0.99,1,listed,,,
LARVITAR 037/078 POKEMON GO COMMON NM,,CS-UVP24A,5707025,276984,pokemon english,Pokemon GO,037,Common,NM,,,0.99,1,listed,,,
CHARMANDER 008/078 POKEMON GO COMMON NM,,CS-F2FCAK,5667287,274436,pokemon english,Pokemon GO,008,Common,NM,,,0.99,1,listed,,,
NUMEL 013/078 POKEMON GO COMMON NM,,CS-MF5EX5,5706375,276947,pokemon english,Pokemon GO,013,Common,NM,,,0.99,1,listed,,,
TRANQUILL 062/078 POKEMON GO COMMON NM,,CS-BXYDJE,5707120,276988,pokemon english,Pokemon GO,062,Common,NM,,,0.99,1,listed,,,
SQUIRTLE 015/078 POKEMON GO COMMON NM,,CS-4ZKP4Y,5667522,274445,pokemon english,Pokemon GO,015,Common,NM,,,0.99,1,listed,,,
CHARMANDER 008/078 POKEMON GO COMMON NM,,CS-F2FCAK,5667287,274436,pokemon english,Pokemon GO,008,Common,NM,,,0.99,1,listed,,,
SQUIRTLE 015/078 POKEMON GO COMMON NM,,CS-4ZKP4Y,5667522,274445,pokemon english,Pokemon GO,015,Common,NM,,,0.99,1,listed,,,
ALOLAN RATICATE 042/078 POKEMON GO COMMON NM,,CS-CR9SQH,5707255,277003,pokemon english,Pokemon GO,042,Common,NM,,,0.99,1,listed,,,
MAINTENANCE 79/108 EVOLUTIONS UNCOMMON NM,,CS-WXP8KM,3244248,124092,pokemon english,Evolutions,79,Uncommon,NM,,,0.99,1,listed,,,
PIKACHU 19/68 HIDDEN FATES COMMON NM,,CS-6AD9R6,4169214,197663,pokemon english,Hidden Fates,19,Common,NM,,,0.99,1,listed,,,
ARIADOS 007/078 POKEMON GO UNCOMMON NM,,CS-EBP8MB,5706355,276945,pokemon english,Pokemon GO,007,Uncommon,NM,,,0.99,1,listed,,,
LARVITAR 037/078 POKEMON GO COMMON NM,,CS-UVP24A,5707025,276984,pokemon english,Pokemon GO,037,Common,NM,,,0.99,1,listed,,,
AIPOM 056/078 POKEMON GO COMMON NM,,CS-26SNRW,5706860,276975,pokemon english,Pokemon GO,056,Common,NM,,,0.99,1,listed,,,
UNFEZANT 063/078 POKEMON GO UNCOMMON NM,,CS-C4VW7Z,5707130,276989,pokemon english,Pokemon GO,063,Uncommon,NM,,,0.99,1,listed,,,
