row,title,card_name,set,number,current_price,query,status,accepted_count,rejected_count,last_sale,last3_avg,median,confidence,reason,candidate_title,candidate_price,reject_reason,card_name_expected,normalized_card_name,normalized_candidate_title,name_match_score,matched_name_tokens,missing_name_tokens,card_number_expected,card_number_found,card_number_match,set_expected,set_match_score,excluded_terms_found,final_rejection_reason,rejection_details
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2004 SP Authentic Jennifer Rosales RC On-Card Auto #/1500 #103 L,10.19,card name mismatch,Usopp,usopp,2004 sp authentic jennifer rosales rc on card auto 1500 103 l,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2004 SP Authentic Jennifer Rosales RC On-Card Auto #/1500 #103 B,10.19,card name mismatch,Usopp,usopp,2004 sp authentic jennifer rosales rc on card auto 1500 103 b,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 Bowman Kel\'el Ware Green Reptilian Auto /99 Miami Heat First On Print 1/99,27.5,card name mismatch,Usopp,usopp,2025 bowman kel el ware green reptilian auto 99 miami heat first on print 1 99,0,,usopp,OP15-024,print 1,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""print 1"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2024 Topps Star Wars Masterwork Michelle Ang As Omega On-card Auto ,12.21,card name mismatch,Usopp,usopp,2024 topps star wars masterwork michelle ang as omega on card auto,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,#035 - $1 Vintage start - item shown on screen,2.76,card name mismatch,Usopp,usopp,035 1 vintage start item shown on screen,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Disney Cruise Line 2026 Maiden Voyage Adventure Ship Slider Pin LE,33.77,card name mismatch,Usopp,usopp,disney cruise line 2026 maiden voyage adventure ship slider pin le,0,,usopp,OP15-024,line 2026,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""line 2026"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Wyper | OP15-114 | Adventure On Kami\'s Island | One Piece,5.43,card name mismatch,Usopp,usopp,wyper op15 114 adventure on kami s island one piece,0,,usopp,OP15-024,op15,no,Adventure on Kami's Island,100,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op15"". Set ""Adventure on Kami's Island"" title-token score: 100. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece TCG | Wyper OP15-114 | SR | NM | English,3.57,card name mismatch,Usopp,usopp,one piece tcg wyper op15 114 sr nm english,0,,usopp,OP15-024,op15,no,Adventure on Kami's Island,0,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op15"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Assault on Osgiliath 285 LOTR Magic: The Gathering Foil HP,1.77,card name mismatch,Usopp,usopp,assault on osgiliath 285 lotr magic the gathering foil hp,0,,usopp,OP15-024,liath 285,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""liath 285"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Thomas & Friends 2002 Trading Cards Lot of 10 Adventure Red Tank Engine Train,8,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,thomas friends 2002 trading cards lot of 10 adventure red tank engine train,0,,usopp,OP15-024,iends 2002; of 10,no,Adventure on Kami's Island,20,lot,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""iends 2002; of 10"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: lot. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2023-24 Topps Chrome UEFA Women\'s Jessica Silva Power On Refractor Gold /50,3,card name mismatch,Usopp,usopp,2023 24 topps chrome uefa women s jessica silva power on refractor gold 50,0,,usopp,OP15-024,,no,Adventure on Kami's Island,40,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 40. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 Topps Chrome Breece Hall Pink Refractor /250 First On Print! Check Descrip*,3.99,card name mismatch,Usopp,usopp,2025 topps chrome breece hall pink refractor 250 first on print check descrip,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,#550 - Pokemon Shown On Screen - Ebay Live Monday,22.44,card name mismatch,Usopp,usopp,550 pokemon shown on screen ebay live monday,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Germs on Wheels 1991 Topps Wacky Packages Sticker Card #54 (NM),1.98,card name mismatch,Usopp,usopp,germs on wheels 1991 topps wacky packages sticker card 54 nm,0,,usopp,OP15-024,heels 1991,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""heels 1991"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,CGC 10 PRISTINE Oricorio ex 024 Charizard UPC PROMO Pokemon Card Shinji Kanda,194.89,excluded graded term,Usopp,usopp,cgc 10 pristine oricorio ex 024 charizard upc promo pokemon card shinji kanda,0,,usopp,OP15-024,cgc 10; ex 024,no,Adventure on Kami's Island,0,cgc,excluded graded term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""cgc 10; ex 024"". Set ""Adventure on Kami's Island"" title-token score: 0. Excluded term(s) found: cgc. Final rejection reason: excluded graded term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,LOT OF 92 One Piece OP-13 Carrying on His Will Sleeved Blister Booster Packs,1700,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,lot of 92 one piece op 13 carrying on his will sleeved blister booster packs,0,,usopp,OP15-024,of 92; op-13,no,Adventure on Kami's Island,20,booster; lot,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""of 92; op-13"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: booster, lot. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Pokémon Vileplume Southern Island Reverse Holo 045 70 HP Japanese,14.95,card name mismatch,Usopp,usopp,pok mon vileplume southern island reverse holo 045 70 hp japanese,0,,usopp,OP15-024,holo 045,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""holo 045"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece Carrying On His Will AA 5 Elders PSA 10 SET,966.32,excluded graded term,Usopp,usopp,one piece carrying on his will aa 5 elders psa 10 set,0,,usopp,OP15-024,aa 5; psa 10,no,Adventure on Kami's Island,20,psa,excluded graded term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""aa 5; psa 10"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: psa. Final rejection reason: excluded graded term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 Pokémon MEP Black Star Promo ORICORIO EX #024 Ultra Premium PSA 10,130,excluded graded term,Usopp,usopp,2025 pok mon mep black star promo oricorio ex 024 ultra premium psa 10,0,,usopp,OP15-024,psa 10,no,Adventure on Kami's Island,0,psa,excluded graded term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""psa 10"". Set ""Adventure on Kami's Island"" title-token score: 0. Excluded term(s) found: psa. Final rejection reason: excluded graded term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,(x3) One Piece TCG: Carrying On His Will  Sleeved Booster Pack Lot OP-13 ENGLISH,60,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,x3 one piece tcg carrying on his will sleeved booster pack lot op 13 english,0,,usopp,OP15-024,x3; op-13,no,Adventure on Kami's Island,20,booster; lot; pack,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""x3; op-13"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: booster, lot, pack. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece TCG OP-13 Carrying On His Will Sleeved Booster Pack Lot of 4 English,64.99,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,one piece tcg op 13 carrying on his will sleeved booster pack lot of 4 english,0,,usopp,OP15-024,op-13; of 4,no,Adventure on Kami's Island,20,booster; lot; pack,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op-13; of 4"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: booster, lot, pack. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1950 Bowman Football - Lowell Tew #83 - VG - stain on back,5,card name mismatch,Usopp,usopp,1950 bowman football lowell tew 83 vg stain on back,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1950 Bowman Baseball - Hank Majeski #92 - EX - stain on back,6,card name mismatch,Usopp,usopp,1950 bowman baseball hank majeski 92 ex stain on back,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Pokémon TCG Series 2 Italian Adventure Friends Illustration Collection,37.16,card name mismatch,Usopp,usopp,pok mon tcg series 2 italian adventure friends illustration collection,0,,usopp,OP15-024,eries 2,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""eries 2"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,CLIFFORD BASTIN-ARSENAL-SHERMAN\'S SEARCHLIGHT ON FAMOUS PLAYERS CARD - 1937,6.6,card name mismatch,Usopp,usopp,clifford bastin arsenal sherman s searchlight on famous players card 1937,0,,usopp,OP15-024,card - 1937,no,Adventure on Kami's Island,40,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""card - 1937"". Set ""Adventure on Kami's Island"" title-token score: 40. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Manga Event!! Gum Gum Golden Rifle (OP15-116) Adventure on Kami\'s Island [#G34],97.13,card name mismatch,Usopp,usopp,manga event gum gum golden rifle op15 116 adventure on kami s island g34,0,,usopp,OP15-024,op15; g34,no,Adventure on Kami's Island,100,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op15; g34"". Set ""Adventure on Kami's Island"" title-token score: 100. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece TCG English OP15-086 Nami SR Foil,10,card name mismatch,Usopp,usopp,one piece tcg english op15 086 nami sr foil,0,,usopp,OP15-024,op15,no,Adventure on Kami's Island,0,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op15"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece Card Game Yamato OP13-054 Carrying on His Will SR Foil Alt Art,17,card name mismatch,Usopp,usopp,one piece card game yamato op13 054 carrying on his will sr foil alt art,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 Panini Luminance Year One Tai Felton #YOS-TFN Red Ink On-Card Rookie Auto,5,card name mismatch,Usopp,usopp,2025 panini luminance year one tai felton yos tfn red ink on card rookie auto,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Pokémon TCG: Torkoal V - Sword & Shield - 024/202,2.17,card name mismatch,Usopp,usopp,pok mon tcg torkoal v sword shield 024 202,0,,usopp,OP15-024,hield - 024,no,Adventure on Kami's Island,0,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""hield - 024"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,OP13-042 Edward Newgate SP ENG One Piece OP-15 Adventure on KAMI\'s Island,241.36,card name mismatch,Usopp,usopp,op13 042 edward newgate sp eng one piece op 15 adventure on kami s island,0,,usopp,OP15-024,op13; op-15,no,Adventure on Kami's Island,100,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13; op-15"". Set ""Adventure on Kami's Island"" title-token score: 100. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Rashad Evans Chrome Auto On Card 2025 Ufc Topps Stadium,14.7,card name mismatch,Usopp,usopp,rashad evans chrome auto on card 2025 ufc topps stadium,0,,usopp,OP15-024,card 2025,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""card 2025"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Pokémon TCG -  Chaos Rising - Booster Box - New/Sealed (Slight Rip On The Side),216.45,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,pok mon tcg chaos rising booster box new sealed slight rip on the side,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,booster; sealed,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: booster, sealed. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 Topps Finest Travis Etienne Flashback Auto *On Card* Gold /50,15,card name mismatch,Usopp,usopp,2025 topps finest travis etienne flashback auto on card gold 50,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece - Carrying On His Will - Divine Departure Op13-076 - Alt Art NM,97.22,card name mismatch,Usopp,usopp,one piece carrying on his will divine departure op13 076 alt art nm,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Jewelry Bonney OP13-108 SR Carrying on His Will - ONE PIECE ENGLISH,1.62,card name mismatch,Usopp,usopp,jewelry bonney op13 108 sr carrying on his will one piece english,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,David Reutimann Press Pass Cards Lot Of 2 On Card Auto & Showcase,3.25,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,david reutimann press pass cards lot of 2 on card auto showcase,0,,usopp,OP15-024,of 2,no,Adventure on Kami's Island,20,lot,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""of 2"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: lot. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,#715 - Rip Electrified Repack - Shockwave (As Shown on Screen)6/28,375,card name mismatch,Usopp,usopp,715 rip electrified repack shockwave as shown on screen 6 28,0,,usopp,OP15-024,6/28,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""6/28"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
2,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1991 Donruss - Diamond Kings Barry Bonds #4 3 Yellow Stripes on Right,1,card name mismatch,Usopp,usopp,1991 donruss diamond kings barry bonds 4 3 yellow stripes on right,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
